hs16 151    175 0.014
hs16 362926 362950 0.028
hs16 362951 362975 0.101
hs16 362976 363000 0.138
hs16 363001 363025 0.138
hs16 363026 363050 0.046
hs16 363051 363075 0.028
hs16 363126 363150 0.028
hs16 363151 363175 0.028
hs16 363176 363200 0.028
hs16 363226 363250 0.028
hs16 363251 363275 0.028
hs16 363276 363300 0.028
hs16 363301 363325 0.028
hs16 363326 363350 0.028
hs16 363351 363375 0.028
hs16 363476 363500 0.028
hs16 363501 363525 0.046
hs16 363526 363550 0.045
hs16 363551 363575 0.028
hs16 363701 363725 0.028
hs16 363726 363750 0.045
hs16 363751 363775 0.045
hs16 363776 363800 0.028
hs16 363801 363825 0.028
hs16 363826 363850 0.045
hs16 363851 363875 0.045
hs16 363876 363900 0.028
hs16 363901 363925 0.079
hs16 363926 363950 0.079
hs16 363951 363975 0.096
hs16 363976 364000 0.028
hs16 364001 364025 0.079
hs16 364026 364050 2.189
hs16 364051 364075 2.155
hs16 364076 364100 1.287
hs16 364101 364125 0.878
hs16 364126 364150 0.657
hs16 364151 364175 0.708
hs16 364176 364200 0.096
hs16 364201 364225 0.096
hs16 364226 364250 0.742
hs16 364251 364275 0.742
hs16 364276 364300 0.827
hs16 364301 364325 1.151
hs16 364326 364350 1.44
hs16 364351 364375 1.321
hs16 364376 364400 1.015
hs16 364401 364425 0.164
hs16 364426 364450 0.028
hs16 364751 364775 0.028
hs16 364776 364800 0.431
hs16 364801 364825 0.796
hs16 364826 364850 0.872
hs16 364851 364875 1.045
hs16 364876 364900 0.796
hs16 364901 364925 0.22
hs16 364926 364950 0.181
hs16 364951 364975 0.22
hs16 364976 365000 0.162
hs16 365001 365025 0.124
hs16 365026 365050 0.124
hs16 365051 365075 0.047
hs16 365076 365100 0.047
hs16 365126 365150 0.047
hs16 365151 365175 0.988
hs16 365176 365200 1.045
hs16 365201 365225 1.218
hs16 365226 365250 1.487
hs16 365251 365275 1.928
hs16 365276 365300 0.239
hs16 365301 365325 0.124
hs16 365326 365350 0.028
hs16 365351 365375 1.966
hs16 365376 365400 2.216
hs16 365401 365425 2.466
hs16 365426 365450 2.216
hs16 365451 365475 0.028
hs16 365476 365500 0.028
hs16 365501 365525 0.028
hs16 366101 366125 0.028
hs16 366126 366150 0.028
hs16 366151 366175 1.906
hs16 366176 366200 1.01
hs16 366201 366225 1.182
hs16 366226 366250 0.958
hs16 366251 366275 0.907
hs16 366276 366300 0.321
hs16 366301 366325 0.234
hs16 366326 366350 0.441
hs16 366351 366375 0.407
hs16 366376 366400 0.596
hs16 366401 366425 0.51
hs16 366426 366450 0.717
hs16 366451 366475 1.01
hs16 366476 366500 0.131
hs16 366501 366525 0.217
hs16 366526 366550 0.355
hs16 366551 366575 1.286
hs16 366576 366600 1.01
hs16 366601 366625 0.596
hs16 366626 366650 0.321
hs16 366651 366675 0.579
hs16 366676 366700 0.958
hs16 366701 366725 1.268
hs16 366726 366750 1.01
hs16 366751 366775 0.717
hs16 366776 366800 0.596
hs16 366801 366825 1.079
hs16 366826 366850 0.028
hs16 366851 366875 0.097
hs16 366876 366900 0.097
hs16 366901 366925 0.097
hs16 367051 367075 1.148
hs16 367076 367100 1.079
hs16 367101 367125 0.717
hs16 367126 367150 0.551
hs16 367151 367175 0.551
hs16 367176 367200 0.054
hs16 367201 367225 0.106
hs16 367226 367250 0.132
hs16 367251 367275 0.08
hs16 367276 367300 0.028
hs16 367401 367425 0.577
hs16 367426 367450 0.551
hs16 367451 367475 0.662
hs16 367476 367500 0.8
hs16 367501 367525 0.8
hs16 367526 367550 0.551
hs16 367551 367575 0.636
hs16 367576 367600 0.689
hs16 367651 367675 0.028
hs16 367676 367700 0.8
hs16 367701 367725 0.748
hs16 367726 367750 0.492
hs16 367751 367775 0.244
hs16 367776 367800 0.244
hs16 367801 367825 0.276
hs16 367826 367850 0.329
hs16 367851 367875 0.106
hs16 367876 367900 0.106
hs16 367901 367925 0.08
hs16 367951 367975 0.132
hs16 367976 368000 0.276
hs16 368001 368025 0.303
hs16 368026 368050 0.106
hs16 368051 368075 0.106
hs16 368076 368100 0.303
hs16 368101 368125 0.414
hs16 368126 368150 0.388
hs16 368151 368175 0.303
hs16 368176 368200 0.248
hs16 368201 368225 0.193
hs16 368226 368250 0.054
hs16 368251 368275 0.109
hs16 368276 368300 0.054
hs16 368301 368325 0.109
hs16 368326 368350 0.248
hs16 368351 368375 0.276
hs16 368376 368400 0.193
hs16 368401 368425 0.109
hs16 368426 368450 0.331
hs16 368451 368475 0.164
hs16 368476 368500 0.054
hs16 368526 368550 0.221
hs16 368551 368575 0.276
hs16 368576 368600 0.193
hs16 368601 368625 0.164
hs16 368626 368650 0.138
hs16 368651 368675 0.138
hs16 368676 368700 0.164
hs16 368701 368725 0.109
hs16 368726 368750 0.054
hs16 368751 368775 0.109
hs16 368776 368800 0.109
hs16 368801 368825 0.138
hs16 368826 368850 0.138
hs16 368851 368875 0.193
hs16 368876 368900 0.164
hs16 368901 368925 0.164
hs16 368926 368950 0.109
hs16 368951 368975 0.164
hs16 368976 369000 0.054
hs16 369001 369025 0.164
hs16 369026 369050 0.109
hs16 369051 369075 0.109
hs16 369101 369125 0.054
hs16 369126 369150 0.054
hs16 369151 369175 0.054
hs16 369201 369225 0.054
hs16 369226 369250 0.083
hs16 369251 369275 0.138
hs16 369276 369300 0.138
hs16 369301 369325 0.109
hs16 369326 369350 0.054
hs16 369351 369375 0.109
hs16 369376 369400 0.138
hs16 369401 369425 0.164
hs16 369426 369450 0.109
hs16 369451 369475 0.193
hs16 369476 369500 0.248
hs16 369501 369525 0.193
hs16 369526 369550 0.138
hs16 369551 369575 0.109
hs16 369576 369600 0.109
hs16 369601 369625 0.138
hs16 369626 369650 0.083
hs16 369651 369675 0.083
hs16 369676 369700 0.083
hs16 369701 369725 0.138
hs16 369726 369750 0.22
hs16 369751 369775 0.164
hs16 369776 369800 0.138
hs16 369801 369825 0.054
hs16 369826 369850 0.248
hs16 369851 369875 0.248
hs16 369876 369900 0.275
hs16 369901 369925 0.109
hs16 369926 369950 0.193
hs16 369951 369975 0.22
hs16 369976 370000 0.22
hs16 370001 370025 0.138
hs16 370026 370050 0.109
hs16 370051 370075 0.054
hs16 370076 370100 0.054
hs16 370101 370125 0.054
hs16 370126 370150 0.248
hs16 370151 370175 0.304
hs16 370176 370200 0.304
hs16 370201 370225 0.248
hs16 370226 370250 0.331
hs16 370251 370275 0.443
hs16 370276 370300 0.359
hs16 370301 370325 0.22
hs16 370326 370350 0.08
hs16 370351 370375 0.052
hs16 370376 370400 0.08
hs16 370401 370425 0.164
hs16 370426 370450 0.192
hs16 370451 370475 0.136
hs16 370476 370500 0.052
hs16 370526 370550 0.08
hs16 370551 370575 0.08
hs16 370576 370600 0.108
hs16 370601 370625 0.028
hs16 370626 370650 0.028
hs16 370651 370675 0.052
hs16 370676 370700 0.08
hs16 370701 370725 0.08
hs16 370726 370750 0.028
hs16 370801 370825 0.028
hs16 370826 370850 0.028
hs16 370851 370875 0.136
hs16 370876 370900 0.136
hs16 370901 370925 0.192
hs16 370926 370950 0.108
hs16 370951 370975 0.136
hs16 370976 371000 0.08
hs16 371001 371025 0.136
hs16 371026 371050 0.08
hs16 371051 371075 0.08
hs16 371076 371100 0.052
hs16 371101 371125 0.08
hs16 371126 371150 0.08
hs16 371151 371175 0.028
hs16 371176 371200 0.028
hs16 371201 371225 0.052
hs16 371226 371250 0.055
hs16 371251 371275 0.028
hs16 371426 371450 0.028
hs16 371451 371475 0.028
hs16 371476 371500 0.138
hs16 371501 371525 0.138
hs16 371526 371550 0.166
hs16 371551 371575 0.055
hs16 371576 371600 0.111
hs16 371601 371625 0.082
hs16 371626 371650 0.082
hs16 371726 371750 0.082
hs16 371751 371775 0.055
hs16 371776 371800 0.055
hs16 371801 371825 0.082
hs16 371826 371850 0.055
hs16 371851 371875 0.028
hs16 372151 372175 0.028
hs16 372176 372200 0.028
hs16 372201 372225 0.082
hs16 372226 372250 0.055
hs16 372251 372275 0.055
hs16 372301 372325 0.028
hs16 372326 372350 0.028
hs16 372351 372375 0.028
hs16 372376 372400 0.028
hs16 372401 372425 0.028
hs16 372426 372450 0.028
hs16 372526 372550 0.028
hs16 372551 372575 0.028
hs16 372576 372600 0.028
hs16 372676 372700 0.055
hs16 372701 372725 0.055
hs16 372726 372750 0.055
hs16 372926 372950 0.028
hs16 372951 372975 0.028
hs16 372976 373000 0.028
hs16 373201 373225 0.028
hs16 373226 373250 0.028
hs16 373251 373275 0.028
hs16 373326 373350 0.028
hs16 373351 373375 0.055
hs16 373376 373400 0.083
hs16 373401 373425 0.055
hs16 373426 373450 0.028
hs16 373676 373700 0.028
hs16 373701 373725 0.028
hs16 373726 373750 0.028
hs16 374076 374100 0.055
hs16 374101 374125 0.083
hs16 374126 374150 0.083
hs16 374151 374175 0.055
hs16 374176 374200 0.055
hs16 374201 374225 0.083
hs16 374226 374250 0.055
hs16 374251 374275 0.028
hs16 374426 374450 0.028
hs16 374451 374475 0.028
hs16 374476 374500 0.028
hs16 375551 375575 0.014
hs16 375576 375600 0.014
hs16 375601 375625 0.014
hs16 375676 375700 0.003
hs16 375701 375725 0.003
hs16 375726 375750 0.003
hs16 375801 375825 0.014
hs16 375826 375850 0.014
hs16 375851 375875 0.014
hs16 375926 375950 0.027
hs16 375951 375975 0.055
hs16 375976 376000 0.083
hs16 376001 376025 0.055
hs16 376026 376050 0.027
hs16 376101 376125 0.027
hs16 376126 376150 0.027
hs16 376151 376175 0.027
hs16 376476 376500 0.027
hs16 376501 376525 0.027
hs16 376526 376550 0.055
hs16 376551 376575 0.027
hs16 376576 376600 0.028
hs16 376626 376650 0.028
hs16 376651 376675 0.028
hs16 376676 376700 0.055
hs16 376701 376725 0.028
hs16 376726 376750 0.028
hs16 376826 376850 0.028
hs16 376851 376875 0.028
hs16 376876 376900 0.028
hs16 376951 376975 0.028
hs16 376976 377000 0.028
hs16 377001 377025 0.055
hs16 377026 377050 0.028
hs16 377051 377075 0.028
hs16 377176 377200 0.055
hs16 377201 377225 0.111
hs16 377226 377250 0.111
hs16 377251 377275 0.055
hs16 378251 378275 0.014
hs16 378276 378300 0.014
hs16 378301 378325 0.014
hs16 378626 378650 0.028
hs16 378651 378675 0.028
hs16 378676 378700 0.028
hs16 378726 378750 0.028
hs16 378751 378775 0.055
hs16 378776 378800 0.055
hs16 378801 378825 0.028
hs16 378826 378850 0.028
hs16 378851 378875 0.028
hs16 378876 378900 0.028
hs16 381401 381425 0.004
hs16 381426 381450 0.007
hs16 381451 381475 0.007
hs16 381476 381500 0.004
hs16 382626 382650 0.028
hs16 382651 382675 0.028
hs16 382676 382700 0.028
hs16 382751 382775 0.028
hs16 382776 382800 0.028
hs16 382801 382825 0.028
hs16 382876 382900 0.028
hs16 382901 382925 0.028
hs16 382926 382950 0.028
hs16 383001 383025 0.028
hs16 383026 383050 0.028
hs16 383051 383075 0.028
hs16 384751 384775 0.028
hs16 384776 384800 0.028
hs16 384801 384825 0.028
hs16 384826 384850 0.003
hs16 384851 384875 0.003
hs16 384876 384900 0.003
hs16 385776 385800 0.028
hs16 385801 385825 0.055
hs16 385826 385850 0.055
hs16 385851 385875 0.028
hs16 385901 385925 0.028
hs16 385926 385950 0.028
hs16 385951 385975 0.028
hs16 386776 386800 0.111
hs16 386801 386825 0.104
hs16 386826 386850 0.104
hs16 386851 386875 0.028
hs16 386876 386900 0.104
hs16 386901 386925 0.159
hs16 386926 386950 0.137
hs16 386951 386975 0.05
hs16 387001 387025 0.05
hs16 387026 387050 0.082
hs16 387051 387075 0.137
hs16 387076 387100 0.082
hs16 387226 387250 0.388
hs16 387251 387275 1.162
hs16 387276 387300 1.326
hs16 387301 387325 1.075
hs16 387326 387350 0.028
hs16 387351 387375 0.05
hs16 387376 387400 0.05
hs16 387401 387425 0.05
hs16 387426 387450 0.05
hs16 387451 387475 0.082
hs16 387476 387500 0.137
hs16 387501 387525 0.104
hs16 387526 387550 0.104
hs16 387551 387575 0.104
hs16 387576 387600 0.104
hs16 387601 387625 0.082
hs16 387626 387650 0.028
hs16 387651 387675 0.028
hs16 387776 387800 0.028
hs16 387801 387825 0.028
hs16 387826 387850 0.052
hs16 387851 387875 0.028
hs16 387876 387900 0.08
hs16 387901 387925 0.052
hs16 387926 387950 0.164
hs16 387951 387975 0.108
hs16 387976 388000 0.108
hs16 388001 388025 0.052
hs16 388026 388050 0.136
hs16 388051 388075 0.192
hs16 388076 388100 0.192
hs16 388101 388125 0.164
hs16 388126 388150 0.192
hs16 388151 388175 0.192
hs16 388176 388200 0.248
hs16 388201 388225 0.136
hs16 388226 388250 0.303
hs16 388251 388275 0.359
hs16 388276 388300 0.415
hs16 388301 388325 0.415
hs16 388326 388350 0.303
hs16 388351 388375 0.359
hs16 388376 388400 0.192
hs16 388401 388425 0.164
hs16 388426 388450 0.136
hs16 388451 388475 0.164
hs16 388476 388500 0.136
hs16 388501 388525 0.136
hs16 388526 388550 0.108
hs16 388551 388575 0.08
hs16 388576 388600 0.028
hs16 388601 388625 0.028
hs16 388626 388650 0.028
hs16 388651 388675 0.08
hs16 388676 388700 0.108
hs16 388701 388725 0.164
hs16 388726 388750 0.08
hs16 388751 388775 0.08
hs16 388776 388800 0.052
hs16 388801 388825 0.08
hs16 388826 388850 0.052
hs16 388851 388875 0.028
hs16 388876 388900 0.07
hs16 388901 388925 0.07
hs16 388926 388950 0.07
hs16 388951 388975 0.07
hs16 388976 389000 0.155
hs16 389001 389025 0.789
hs16 389026 389050 1.551
hs16 389051 389075 2.525
hs16 389076 389100 3.709
hs16 389101 389125 4.81
hs16 389126 389150 0.112
hs16 389151 389175 0.07
hs16 389176 389200 0.07
hs16 389201 389225 0.112
hs16 389226 389250 0.028
hs16 389251 389275 0.07
hs16 389276 389300 0.112
hs16 389301 389325 0.155
hs16 389326 389350 0.239
hs16 389351 389375 0.282
hs16 389376 389400 0.282
hs16 389401 389425 4.556
hs16 389426 389450 2.905
hs16 389451 389475 5.275
hs16 389476 389500 4.175
hs16 389576 389600 0.028
hs16 389601 389625 0.028
hs16 389626 389650 0.028
hs16 389651 389675 2.905
hs16 389676 389700 3.202
hs16 389701 389725 3.921
hs16 389726 389750 4.598
hs16 389776 389800 0.028
hs16 389801 389825 0.028
hs16 389826 389850 0.028
hs16 389851 389875 0.028
hs16 389876 389900 0.028
hs16 389901 389925 0.028
hs16 389926 389950 0.028
hs16 389951 389975 0.028
hs16 390076 390100 0.028
hs16 390101 390125 0.028
hs16 390126 390150 0.028
hs16 390176 390200 0.028
hs16 390201 390225 0.028
hs16 390226 390250 3.319
hs16 390251 390275 3.72
hs16 390276 390300 6.691
hs16 390301 390325 7.574
hs16 390326 390350 9.259
hs16 390351 390375 7.252
hs16 390376 390400 7.092
hs16 390401 390425 5.727
hs16 390426 390450 6.369
hs16 390451 390475 7.252
hs16 390476 390500 7.413
hs16 390501 390525 6.289
hs16 390526 390550 3.881
hs16 390551 390575 2.516
hs16 390576 390600 2.596
hs16 390601 390625 2.436
hs16 390626 390650 2.115
hs16 390651 390675 0.75
hs16 390676 390700 1.713
hs16 390701 390725 1.473
hs16 390726 390750 1.312
hs16 390751 390775 0.028
hs16 390776 390800 0.028
hs16 390801 390825 0.028
hs16 390826 390850 0.028
hs16 390851 390875 0.028
hs16 390876 390900 0.028
hs16 390901 390925 0.083
hs16 390926 390950 0.028
hs16 390951 390975 0.055
hs16 390976 391000 0.028
hs16 391001 391025 0.028
hs16 391351 391375 0.055
hs16 391376 391400 0.055
hs16 391401 391425 0.055
hs16 391476 391500 0.028
hs16 391501 391525 0.028
hs16 391526 391550 0.028
hs16 391551 391575 0.028
hs16 391576 391600 0.028
hs16 391601 391625 0.028
hs16 391876 391900 0.055
hs16 391901 391925 0.055
hs16 391926 391950 0.137
hs16 391951 391975 0.11
hs16 391976 392000 0.192
hs16 392001 392025 0.137
hs16 392026 392050 0.137
hs16 392076 392100 0.028
hs16 392101 392125 0.028
hs16 392126 392150 0.028
hs16 392426 392450 0.028
hs16 392451 392475 0.028
hs16 392476 392500 0.028
hs16 392801 392825 0.004
hs16 392826 392850 0.004
hs16 392851 392875 0.031
hs16 392876 392900 0.028
hs16 392901 392925 0.028
hs16 392951 392975 0.028
hs16 392976 393000 0.028
hs16 393001 393025 0.028
hs16 393326 393350 0.028
hs16 393351 393375 0.028
hs16 393376 393400 0.028
hs16 393526 393550 0.028
hs16 393551 393575 0.028
hs16 393576 393600 0.028
hs16 393626 393650 0.028
hs16 393651 393675 0.028
hs16 393676 393700 0.028
hs16 394426 394450 0.005
hs16 394451 394475 0.005
hs16 394476 394500 0.005
hs16 394851 394875 0.028
hs16 394876 394900 0.028
hs16 394901 394925 0.028
hs16 394976 395000 0.082
hs16 395001 395025 0.082
hs16 395026 395050 0.054
hs16 395501 395525 0.028
hs16 395526 395550 0.028
hs16 395551 395575 0.028
hs16 395626 395650 0.028
hs16 395651 395675 0.028
hs16 395676 395700 0.028
hs16 396351 396375 0.055
hs16 396376 396400 0.083
hs16 396451 396475 0.028
hs16 396476 396500 0.028
hs16 396501 396525 0.055
hs16 396526 396550 0.028
hs16 396551 396575 0.028
hs16 396576 396600 0.028
hs16 396601 396625 0.055
hs16 396626 396650 0.083
hs16 396651 396675 0.055
hs16 396676 396700 0.028
hs16 396701 396725 0.028
hs16 396726 396750 0.055
hs16 396751 396775 0.055
hs16 396776 396800 0.083
hs16 396801 396825 0.083
hs16 396826 396850 0.083
hs16 396901 396925 0.028
hs16 396926 396950 0.028
hs16 396951 396975 0.028
hs16 396976 397000 0.028
hs16 397051 397075 0.055
hs16 397076 397100 0.055
hs16 397101 397125 0.055
hs16 397151 397175 0.028
hs16 397176 397200 0.028
hs16 397201 397225 0.028
hs16 397251 397275 0.028
hs16 397276 397300 0.028
hs16 397301 397325 0.028
hs16 397426 397450 0.111
hs16 397451 397475 0.083
hs16 397476 397500 0.083
hs16 397501 397525 0.083
hs16 397526 397550 0.111
hs16 397551 397575 0.193
hs16 397576 397600 0.028
hs16 397601 397625 0.028
hs16 397651 397675 0.028
hs16 397676 397700 0.028
hs16 397701 397725 0.055
hs16 397726 397750 0.028
hs16 397751 397775 0.028
hs16 398126 398150 0.028
hs16 398151 398175 0.055
hs16 398176 398200 0.083
hs16 398201 398225 0.083
hs16 398226 398250 0.055
hs16 398251 398275 0.028
hs16 398276 398300 0.028
hs16 398301 398325 0.028
hs16 398326 398350 0.028
hs16 398701 398725 0.027
hs16 398726 398750 0.027
hs16 398751 398775 0.054
hs16 398776 398800 0.027
hs16 398801 398825 0.027
hs16 398901 398925 0.027
hs16 398926 398950 0.054
hs16 398951 398975 0.083
hs16 398976 399000 0.054
hs16 399001 399025 0.054
hs16 399026 399050 0.054
hs16 399051 399075 0.054
hs16 399076 399100 0.027
hs16 399226 399250 0.003
hs16 399251 399275 0.003
hs16 399276 399300 0.003
hs16 399526 399550 0.054
hs16 399551 399575 0.083
hs16 399576 399600 0.11
hs16 399601 399625 0.11
hs16 399626 399650 0.138
hs16 399651 399675 0.138
hs16 399676 399700 0.083
hs16 399701 399725 0.11
hs16 399726 399750 0.083
hs16 399751 399775 0.083
hs16 399776 399800 0.028
hs16 399801 399825 0.028
hs16 399826 399850 0.055
hs16 399851 399875 0.028
hs16 399876 399900 0.028
hs16 399901 399925 0.028
hs16 399926 399950 0.028
hs16 399951 399975 0.028
hs16 400026 400050 0.055
hs16 400051 400075 0.055
hs16 400076 400100 0.055
hs16 400201 400225 0.028
hs16 400226 400250 0.028
hs16 400251 400275 0.165
hs16 400276 400300 0.248
hs16 400301 400325 0.22
hs16 400326 400350 0.248
hs16 400351 400375 0.22
hs16 400701 400725 0.165
hs16 400726 400750 0.165
hs16 400751 400775 0.138
hs16 400776 400800 0.162
hs16 400801 400825 0.028
hs16 400826 400850 0.028
hs16 400851 400875 0.028
hs16 400876 400900 0.052
hs16 400901 400925 0.028
hs16 400926 400950 0.052
hs16 400951 400975 0.028
hs16 400976 401000 0.109
hs16 401001 401025 0.109
hs16 401026 401050 0.028
hs16 401051 401075 0.052
hs16 401076 401100 0.052
hs16 401226 401250 0.028
hs16 401251 401275 0.028
hs16 401276 401300 0.028
hs16 401376 401400 0.138
hs16 401401 401425 0.138
hs16 401426 401450 0.138
hs16 401451 401475 0.272
hs16 401476 401500 0.33
hs16 401501 401525 0.388
hs16 401526 401550 0.44
hs16 401551 401575 0.522
hs16 401576 401600 0.608
hs16 401651 401675 0.028
hs16 401676 401700 0.028
hs16 401701 401725 0.028
hs16 401901 401925 0.495
hs16 401926 401950 0.523
hs16 401951 401975 0.41
hs16 401976 402000 0.41
hs16 402001 402025 0.219
hs16 402026 402050 0.134
hs16 402051 402075 0.027
hs16 402076 402100 0.055
hs16 402101 402125 0.134
hs16 402126 402150 0.162
hs16 402151 402175 0.331
hs16 402176 402200 0.523
hs16 402201 402225 0.551
hs16 402226 402250 0.388
hs16 402251 402275 0.495
hs16 402276 402300 0.692
hs16 402301 402325 0.664
hs16 402326 402350 0.275
hs16 402351 402375 0.055
hs16 402376 402400 0.162
hs16 402401 402425 0.247
hs16 402426 402450 0.219
hs16 402451 402475 0.078
hs16 402801 402825 0.027
hs16 402826 402850 0.027
hs16 402851 402875 0.027
hs16 402926 402950 0.005
hs16 402951 402975 0.005
hs16 402976 403000 0.005
hs16 403526 403550 0.028
hs16 403551 403575 0.028
hs16 403576 403600 0.028
hs16 403651 403675 0.028
hs16 403676 403700 0.028
hs16 403701 403725 0.028
hs16 408826 408850 0.009
hs16 408851 408875 0.009
hs16 408876 408900 0.009
hs16 410651 410675 0.055
hs16 410676 410700 0.055
hs16 410701 410725 0.055
hs16 410751 410775 0.055
hs16 410776 410800 0.055
hs16 410801 410825 0.055
hs16 414451 414475 0.028
hs16 414476 414500 0.028
hs16 414501 414525 0.028
hs16 414576 414600 0.028
hs16 414601 414625 0.028
hs16 414626 414650 0.028
hs16 415626 415650 0.052
hs16 415651 415675 0.08
hs16 415676 415700 0.08
hs16 415701 415725 0.028
hs16 416276 416300 0.028
hs16 416301 416325 0.052
hs16 416326 416350 0.108
hs16 416351 416375 0.108
hs16 416376 416400 0.164
hs16 416401 416425 0.136
hs16 416426 416450 0.276
hs16 416451 416475 0.303
hs16 416476 416500 0.359
hs16 416501 416525 0.359
hs16 416526 416550 0.331
hs16 416551 416575 0.415
hs16 416576 416600 0.303
hs16 416601 416625 0.248
hs16 416626 416650 0.136
hs16 416651 416675 0.162
hs16 416676 416700 0.498
hs16 416701 416725 0.803
hs16 416801 416825 0.028
hs16 416826 416850 0.028
hs16 416851 416875 0.028
hs16 416876 416900 0.028
hs16 416901 416925 0.028
hs16 416926 416950 0.052
hs16 416951 416975 0.028
hs16 416976 417000 0.028
hs16 417201 417225 0.028
hs16 417226 417250 0.028
hs16 417251 417275 0.028
hs16 417301 417325 0.028
hs16 417326 417350 0.028
hs16 417351 417375 0.028
hs16 417576 417600 0.028
hs16 417601 417625 0.028
hs16 417626 417650 0.028
hs16 417676 417700 0.055
hs16 417701 417725 0.055
hs16 417726 417750 0.055
hs16 417751 417775 0.055
hs16 417776 417800 0.055
hs16 417801 417825 0.055
hs16 418401 418425 0.028
hs16 418426 418450 0.028
hs16 418451 418475 0.028
hs16 418476 418500 0.028
hs16 418501 418525 0.028
hs16 418526 418550 0.028
hs16 418576 418600 0.055
hs16 418601 418625 0.055
hs16 418626 418650 0.055
hs16 418676 418700 0.055
hs16 418701 418725 0.055
hs16 418726 418750 0.055
hs16 419001 419025 0.028
hs16 419026 419050 0.028
hs16 419051 419075 0.028
hs16 419126 419150 0.028
hs16 419151 419175 0.028
hs16 419176 419200 0.028
hs16 419276 419300 0.028
hs16 419301 419325 0.055
hs16 419326 419350 0.055
hs16 419351 419375 0.055
hs16 419376 419400 0.028
hs16 419401 419425 0.028
hs16 419851 419875 0.028
hs16 419876 419900 0.055
hs16 419901 419925 0.055
hs16 419926 419950 0.028
hs16 420101 420125 0.028
hs16 420126 420150 0.028
hs16 420151 420175 0.028
hs16 420176 420200 0.028
hs16 420201 420225 0.028
hs16 420226 420250 0.055
hs16 420251 420275 0.028
hs16 420276 420300 0.028
hs16 420301 420325 0.028
hs16 420326 420350 0.055
hs16 420351 420375 0.055
hs16 420376 420400 0.028
hs16 420426 420450 0.028
hs16 420451 420475 0.028
hs16 420476 420500 0.028
hs16 420576 420600 0.028
hs16 420601 420625 0.028
hs16 420626 420650 0.028
hs16 421151 421175 0.028
hs16 421176 421200 0.028
hs16 421201 421225 0.028
hs16 421251 421275 0.028
hs16 421276 421300 0.055
hs16 421301 421325 0.055
hs16 421326 421350 0.028
hs16 421576 421600 0.028
hs16 421601 421625 0.055
hs16 421626 421650 0.055
hs16 421651 421675 0.028
hs16 422976 423000 0.028
hs16 423001 423025 0.028
hs16 423026 423050 0.028
hs16 423351 423375 0.028
hs16 423376 423400 0.028
hs16 423401 423425 0.055
hs16 423426 423450 0.055
hs16 423451 423475 0.055
hs16 423476 423500 0.028
hs16 424276 424300 0.028
hs16 424301 424325 0.028
hs16 424326 424350 0.055
hs16 424351 424375 0.028
hs16 424376 424400 0.055
hs16 424401 424425 0.028
hs16 424426 424450 0.055
hs16 424451 424475 0.055
hs16 424476 424500 0.083
hs16 424501 424525 0.083
hs16 424526 424550 0.055
hs16 424551 424575 0.028
hs16 425401 425425 0.028
hs16 425426 425450 0.055
hs16 425451 425475 0.055
hs16 425476 425500 0.028
hs16 425526 425550 0.028
hs16 425551 425575 0.028
hs16 425576 425600 0.028
hs16 425651 425675 0.028
hs16 425676 425700 0.028
hs16 425701 425725 0.028
hs16 425751 425775 0.028
hs16 425776 425800 0.028
hs16 425801 425825 0.028
hs16 426676 426700 0.028
hs16 426701 426725 0.028
hs16 426726 426750 0.028
hs16 426776 426800 0.028
hs16 426801 426825 0.028
hs16 426826 426850 0.055
hs16 426851 426875 0.028
hs16 426876 426900 0.028
hs16 427476 427500 0.028
hs16 427501 427525 0.028
hs16 427676 427700 0.055
hs16 427701 427725 0.055
hs16 427726 427750 0.055
hs16 427776 427800 0.055
hs16 427801 427825 0.055
hs16 427826 427850 0.055
hs16 428126 428150 0.028
hs16 428151 428175 0.028
hs16 428176 428200 0.028
hs16 428251 428275 0.028
hs16 428276 428300 0.028
hs16 428301 428325 0.028
hs16 428851 428875 0.028
hs16 428876 428900 0.028
hs16 428901 428925 0.028
hs16 429301 429325 0.028
hs16 429326 429350 0.028
hs16 429351 429375 0.028
hs16 429751 429775 0.028
hs16 429776 429800 0.028
hs16 429801 429825 0.028
hs16 430301 430325 0.028
hs16 430326 430350 0.028
hs16 430351 430375 0.028
hs16 430426 430450 0.028
hs16 430451 430475 0.028
hs16 430476 430500 0.028
hs16 430526 430550 0.028
hs16 430551 430575 0.028
hs16 430576 430600 0.028
hs16 430776 430800 0.028
hs16 430801 430825 0.028
hs16 430826 430850 0.028
hs16 430876 430900 0.028
hs16 430901 430925 0.028
hs16 430926 430950 0.028
hs16 431076 431100 0.028
hs16 431101 431125 0.028
hs16 431126 431150 0.028
hs16 431626 431650 0.028
hs16 431651 431675 0.028
hs16 431676 431700 0.028
hs16 431726 431750 0.028
hs16 431751 431775 0.028
hs16 431776 431800 0.028
hs16 432176 432200 0.028
hs16 432201 432225 0.055
hs16 432226 432250 0.055
hs16 432251 432275 0.028
hs16 432326 432350 0.055
hs16 432351 432375 0.055
hs16 432376 432400 0.055
hs16 432976 433000 0.028
hs16 433001 433025 0.028
hs16 433026 433050 0.028
hs16 433076 433100 0.028
hs16 433101 433125 0.028
hs16 433126 433150 0.028
hs16 433201 433225 0.083
hs16 433226 433250 0.083
hs16 433251 433275 0.055
hs16 433276 433300 0.028
hs16 433301 433325 0.111
hs16 433326 433350 0.083
