hs16 151    175 0.015
hs16 215651 215675 0.03
hs16 215676 215700 0.059
hs16 215701 215725 0.059
hs16 215726 215750 0.03
hs16 215776 215800 0.03
hs16 215801 215825 0.03
hs16 215826 215850 0.03
hs16 215901 215925 0.03
hs16 215926 215950 0.059
hs16 215951 215975 0.059
hs16 215976 216000 0.03
hs16 216076 216100 0.03
hs16 216101 216125 0.03
hs16 216126 216150 0.03
hs16 216151 216175 0.03
hs16 216176 216200 0.03
hs16 216201 216225 0.03
hs16 216501 216525 0.03
hs16 216526 216550 0.03
hs16 216551 216575 0.03
hs16 216576 216600 0.03
hs16 216601 216625 0.03
hs16 216626 216650 0.03
hs16 216726 216750 0.03
hs16 216751 216775 0.03
hs16 216776 216800 0.03
hs16 217026 217050 0.03
hs16 217051 217075 0.03
hs16 217076 217100 0.058
hs16 217101 217125 0.03
hs16 217126 217150 0.03
hs16 217251 217275 1.322
hs16 217276 217300 1.591
hs16 217301 217325 1.833
hs16 217326 217350 1.535
hs16 217351 217375 0.527
hs16 217376 217400 0.413
hs16 217401 217425 0.342
hs16 217426 217450 0.257
hs16 217451 217475 0.228
hs16 217476 217500 0.314
hs16 217501 217525 0.342
hs16 217526 217550 0.527
hs16 217551 217575 0.498
hs16 217576 217600 0.342
hs16 217601 217625 0.2
hs16 217626 217650 0.2
hs16 217651 217675 0.342
hs16 217676 217700 0.257
hs16 217701 217725 0.2
hs16 217726 217750 0.143
hs16 217751 217775 0.172
hs16 217776 217800 0.228
hs16 217801 217825 0.257
hs16 217826 217850 0.285
hs16 217851 217875 0.285
hs16 217876 217900 0.285
hs16 217901 217925 0.314
hs16 217926 217950 0.228
hs16 217951 217975 0.228
hs16 217976 218000 0.285
hs16 218001 218025 0.413
hs16 218026 218050 0.314
hs16 218051 218075 0.231
hs16 218076 218100 0.141
hs16 218101 218125 0.171
hs16 218126 218150 0.231
hs16 218151 218175 0.409
hs16 218176 218200 0.409
hs16 218201 218225 0.35
hs16 218226 218250 0.38
hs16 218251 218275 0.558
hs16 218276 218300 0.469
hs16 218301 218325 0.26
hs16 218326 218350 0.201
hs16 218351 218375 0.648
hs16 218376 218400 0.976
hs16 218401 218425 0.856
hs16 218426 218450 0.052
hs16 218451 218475 0.112
hs16 218476 218500 0.35
hs16 218501 218525 0.32
hs16 218526 218550 0.231
hs16 218551 218575 0.082
hs16 218576 218600 0.171
hs16 218601 218625 0.231
hs16 218626 218650 0.171
hs16 218651 218675 0.112
hs16 218676 218700 0.082
hs16 218701 218725 0.112
hs16 218726 218750 0.201
hs16 218751 218775 0.201
hs16 218776 218800 0.201
hs16 218801 218825 0.201
hs16 218826 218850 0.171
hs16 218851 218875 0.171
hs16 218876 218900 0.141
hs16 218901 218925 0.112
hs16 218926 218950 0.082
hs16 218951 218975 0.03
hs16 218976 219000 0.03
hs16 219001 219025 0.03
hs16 219026 219050 0.082
hs16 219051 219075 0.201
hs16 219076 219100 0.173
hs16 219101 219125 0.108
hs16 219126 219150 0.03
hs16 219151 219175 0.03
hs16 219176 219200 0.03
hs16 219201 219225 0.03
hs16 219226 219250 0.03
hs16 219251 219275 0.082
hs16 219276 219300 0.056
hs16 219301 219325 1.437
hs16 219326 219350 0.851
hs16 219351 219375 1.177
hs16 219376 219400 0.76
hs16 219401 219425 0.551
hs16 219426 219450 0.108
hs16 220101 220125 0.03
hs16 220126 220150 0.03
hs16 220151 220175 0.03
hs16 220226 220250 0.03
hs16 220251 220275 0.03
hs16 220276 220300 0.03
hs16 221326 221350 0.104
hs16 221351 221375 0.104
hs16 221376 221400 0.104
hs16 221526 221550 0.03
hs16 221551 221575 0.03
hs16 221576 221600 0.03
hs16 221651 221675 0.03
hs16 221676 221700 0.03
hs16 221701 221725 0.03
hs16 222626 222650 0.007
hs16 222651 222675 0.007
hs16 222676 222700 0.007
hs16 223451 223475 0.03
hs16 223476 223500 0.03
hs16 223501 223525 0.03
hs16 223551 223575 0.03
hs16 223576 223600 0.03
hs16 223601 223625 0.03
hs16 223826 223850 0.03
hs16 223851 223875 0.03
hs16 223876 223900 0.03
hs16 224526 224550 0.059
hs16 224551 224575 0.059
hs16 224576 224600 0.118
hs16 224601 224625 0.088
hs16 224626 224650 0.147
hs16 224651 224675 0.118
hs16 224676 224700 0.147
hs16 224701 224725 0.088
hs16 224726 224750 0.059
hs16 224751 224775 0.059
hs16 224776 224800 0.059
hs16 224801 224825 0.059
hs16 224851 224875 1.144
hs16 224876 224900 0.088
hs16 224901 224925 0.088
hs16 224926 224950 0.088
hs16 224976 225000 0.059
hs16 225001 225025 0.118
hs16 225026 225050 0.147
hs16 225051 225075 0.118
hs16 225076 225100 0.059
hs16 225101 225125 0.03
hs16 225126 225150 0.059
hs16 225151 225175 0.118
hs16 225176 225200 0.118
hs16 225201 225225 0.059
hs16 225226 225250 0.059
hs16 225251 225275 0.088
hs16 225276 225300 0.206
hs16 225301 225325 0.147
hs16 225326 225350 0.118
hs16 225351 225375 0.03
hs16 225376 225400 0.118
hs16 225401 225425 0.147
hs16 225426 225450 0.147
hs16 225451 225475 0.088
hs16 225476 225500 0.059
hs16 225501 225525 0.03
hs16 225551 225575 0.03
hs16 225576 225600 0.088
hs16 225601 225625 0.118
hs16 225626 225650 0.088
hs16 225651 225675 0.03
hs16 226001 226025 0.03
hs16 226026 226050 0.03
hs16 226051 226075 0.03
hs16 226076 226100 0.03
hs16 226101 226125 0.03
hs16 226126 226150 0.03
hs16 226151 226175 0.03
hs16 226176 226200 0.03
hs16 226201 226225 0.059
hs16 226226 226250 0.03
hs16 226251 226275 0.059
hs16 226276 226300 0.059
hs16 226301 226325 0.03
hs16 226326 226350 0.059
hs16 226351 226375 0.059
hs16 226376 226400 0.059
hs16 226401 226425 0.03
hs16 226426 226450 0.03
hs16 226451 226475 0.03
hs16 226476 226500 0.03
hs16 226501 226525 0.03
hs16 226526 226550 0.03
hs16 226551 226575 0.03
hs16 227176 227200 0.03
hs16 227201 227225 0.03
hs16 227226 227250 0.03
hs16 227276 227300 0.03
hs16 227301 227325 0.059
hs16 227326 227350 0.059
hs16 227351 227375 0.059
hs16 227376 227400 0.03
hs16 227401 227425 0.059
hs16 227426 227450 0.03
hs16 227451 227475 0.059
hs16 227476 227500 0.03
hs16 227501 227525 0.03
hs16 227551 227575 0.03
hs16 227576 227600 0.03
hs16 227601 227625 0.03
hs16 227801 227825 0.03
hs16 227826 227850 0.03
hs16 227851 227875 0.03
hs16 227876 227900 0.03
hs16 227901 227925 0.03
hs16 227926 227950 0.059
hs16 227951 227975 0.03
hs16 227976 228000 0.03
hs16 228026 228050 0.03
hs16 228051 228075 0.03
hs16 228076 228100 0.03
hs16 228126 228150 0.059
hs16 228151 228175 0.089
hs16 228176 228200 0.089
hs16 228201 228225 0.029
hs16 228226 228250 0.088
hs16 228251 228275 0.118
hs16 228276 228300 0.118
hs16 228301 228325 0.029
hs16 228351 228375 0.059
hs16 228376 228400 0.059
hs16 228401 228425 0.059
hs16 228426 228450 0.029
hs16 228451 228475 0.059
hs16 228476 228500 0.059
hs16 228501 228525 0.029
hs16 228526 228550 0.059
hs16 228551 228575 0.062
hs16 228576 228600 0.062
hs16 228601 228625 0.004
hs16 228626 228650 0.029
hs16 228651 228675 0.029
hs16 228676 228700 0.029
hs16 228726 228750 0.029
hs16 228751 228775 0.029
hs16 228776 228800 0.029
hs16 228801 228825 0.029
hs16 228826 228850 0.029
hs16 228851 228875 0.029
hs16 228876 228900 0.029
hs16 228901 228925 0.059
hs16 228926 228950 0.059
hs16 228951 228975 0.029
hs16 229001 229025 0.029
hs16 229026 229050 0.029
hs16 229051 229075 0.029
hs16 229126 229150 0.033
hs16 229151 229175 0.033
hs16 229176 229200 0.033
hs16 229351 229375 0.03
hs16 229376 229400 0.059
hs16 229401 229425 0.059
hs16 229426 229450 0.03
hs16 229476 229500 0.03
hs16 229501 229525 0.03
hs16 229526 229550 0.03
hs16 230276 230300 0.03
hs16 230301 230325 0.059
hs16 230326 230350 0.059
hs16 230351 230375 0.03
hs16 230376 230400 0.03
hs16 230401 230425 0.03
hs16 230426 230450 0.03
hs16 232051 232075 0.03
hs16 232076 232100 0.03
hs16 232101 232125 0.059
hs16 232126 232150 0.03
hs16 232151 232175 0.03
hs16 232701 232725 0.03
hs16 232726 232750 0.03
hs16 232751 232775 0.03
hs16 232801 232825 0.03
hs16 232826 232850 0.059
hs16 232851 232875 0.089
hs16 232876 232900 0.059
hs16 232901 232925 0.03
hs16 232926 232950 0.03
hs16 232951 232975 0.03
hs16 232976 233000 0.03
hs16 233101 233125 0.03
hs16 233126 233150 0.03
hs16 233151 233175 0.03
hs16 234001 234025 0.01
hs16 234026 234050 0.01
hs16 234051 234075 0.024
hs16 234076 234100 0.015
hs16 234101 234125 0.015
hs16 234351 234375 0.03
hs16 234376 234400 0.03
hs16 234401 234425 0.03
hs16 234451 234475 0.03
hs16 234476 234500 0.03
hs16 234501 234525 0.03
hs16 234751 234775 0.03
hs16 234776 234800 0.03
hs16 234801 234825 0.03
hs16 234876 234900 0.03
hs16 234901 234925 0.03
hs16 234926 234950 0.03
hs16 235526 235550 0.03
hs16 235551 235575 0.03
hs16 235576 235600 0.03
hs16 236826 236850 0.03
hs16 236851 236875 0.03
hs16 236876 236900 0.03
hs16 237476 237500 0.03
hs16 237501 237525 0.03
hs16 237526 237550 0.03
hs16 238026 238050 0.03
hs16 238051 238075 0.03
hs16 238076 238100 0.03
hs16 238126 238150 0.03
hs16 238151 238175 0.03
hs16 238176 238200 0.03
hs16 238251 238275 0.087
hs16 238276 238300 0.293
hs16 238301 238325 0.353
hs16 238326 238350 0.323
hs16 238351 238375 0.117
hs16 238376 238400 0.175
hs16 238426 238450 0.03
hs16 238451 238475 0.057
hs16 238476 238500 0.057
hs16 238501 238525 0.03
hs16 238551 238575 0.03
hs16 238576 238600 0.03
hs16 238601 238625 0.03
hs16 239476 239500 0.03
hs16 239501 239525 0.03
hs16 239526 239550 0.03
hs16 239551 239575 4.89
hs16 239576 239600 5.853
hs16 239601 239625 5.716
hs16 239626 239650 1.635
hs16 239651 239675 5.532
hs16 240251 240275 0.03
hs16 240276 240300 0.03
hs16 240301 240325 0.03
hs16 240351 240375 0.03
hs16 240376 240400 0.03
hs16 240401 240425 0.03
hs16 241126 241150 0.03
hs16 241151 241175 0.03
hs16 241176 241200 0.03
hs16 241326 241350 0.03
hs16 241351 241375 0.03
hs16 241376 241400 0.03
hs16 242901 242925 0.03
hs16 242926 242950 0.03
hs16 242951 242975 0.03
hs16 243051 243075 0.03
hs16 243076 243100 0.03
hs16 243101 243125 0.03
hs16 243851 243875 0.089
hs16 243876 243900 0.059
hs16 243901 243925 0.059
hs16 243926 243950 0.03
hs16 244401 244425 6.437
hs16 244426 244450 6.076
hs16 244451 244475 1.476
hs16 244476 244500 0.65
hs16 244501 244525 0.546
hs16 244526 244550 0.34
hs16 244551 244575 0.34
hs16 244576 244600 0.34
hs16 244601 244625 0.495
hs16 244626 244650 0.598
hs16 244651 244675 0.598
hs16 244676 244700 1.218
hs16 245151 245175 0.03
hs16 245176 245200 0.03
hs16 245201 245225 0.03
hs16 245701 245725 0.03
hs16 245726 245750 0.03
hs16 245751 245775 0.03
hs16 246051 246075 0.03
hs16 246076 246100 0.03
hs16 246101 246125 0.03
hs16 246126 246150 0.059
hs16 246151 246175 0.059
hs16 246176 246200 0.059
hs16 246251 246275 0.03
hs16 246276 246300 0.03
hs16 246301 246325 0.03
hs16 247301 247325 0.033
hs16 247326 247350 0.033
hs16 247351 247375 0.033
hs16 247451 247475 0.03
hs16 247476 247500 0.03
hs16 247501 247525 0.03
hs16 247526 247550 0.03
hs16 247551 247575 0.03
hs16 247576 247600 0.03
hs16 248026 248050 0.03
hs16 248051 248075 0.03
hs16 248076 248100 0.03
hs16 248151 248175 0.03
hs16 248176 248200 0.03
hs16 248201 248225 0.03
hs16 248251 248275 0.03
hs16 248276 248300 0.03
hs16 248301 248325 0.03
hs16 248326 248350 0.015
hs16 248351 248375 0.015
hs16 248376 248400 0.015
hs16 249501 249525 1.406
hs16 249526 249550 1.497
hs16 249551 249575 1.588
hs16 249576 249600 1.618
hs16 249601 249625 0.03
hs16 249976 250000 1.301
hs16 250001 250025 1.376
hs16 250026 250050 1.316
hs16 250051 250075 1.618
hs16 250076 250100 1.86
hs16 250101 250125 1.921
hs16 250126 250150 1.527
hs16 250151 250175 1.316
hs16 250176 250200 0.03
hs16 250201 250225 0.03
hs16 250226 250250 0.03
hs16 250351 250375 0.03
hs16 250376 250400 0.03
hs16 250401 250425 0.03
hs16 250701 250725 0.03
hs16 250726 250750 0.03
hs16 250751 250775 0.03
hs16 251051 251075 0.03
hs16 251076 251100 0.055
hs16 251101 251125 0.055
hs16 251126 251150 0.03
hs16 251201 251225 0.03
hs16 251226 251250 0.03
hs16 251251 251275 0.03
hs16 251376 251400 0.03
hs16 251401 251425 1.349
hs16 251426 251450 1.475
hs16 251451 251475 1.236
hs16 251476 251500 0.884
hs16 251501 251525 0.583
hs16 251526 251550 0.055
hs16 251551 251575 0.055
hs16 251576 251600 0.055
hs16 251601 251625 0.08
hs16 251626 251650 0.08
hs16 251651 251675 0.03
hs16 251676 251700 0.03
hs16 251701 251725 0.03
hs16 251726 251750 0.053
hs16 251751 251775 0.03
hs16 251776 251800 0.053
hs16 251801 251825 0.03
hs16 251826 251850 0.088
hs16 251851 251875 0.053
hs16 251876 251900 0.053
hs16 251901 251925 0.03
hs16 251926 251950 0.03
hs16 251951 251975 0.03
hs16 252101 252125 0.646
hs16 252126 252150 0.821
hs16 252151 252175 1.089
hs16 252176 252200 1.112
hs16 252201 252225 0.996
hs16 252226 252250 0.03
hs16 252301 252325 0.03
hs16 252426 252450 1.182
hs16 252451 252475 1.438
hs16 252476 252500 1.321
hs16 252501 252525 1.38
hs16 252526 252550 1.38
hs16 252551 252575 1.356
hs16 252901 252925 0.056
hs16 252926 252950 0.056
hs16 252951 252975 0.056
hs16 253001 253025 0.082
hs16 253026 253050 0.082
hs16 253051 253075 0.082
hs16 253201 253225 0.056
hs16 253226 253250 0.056
hs16 253251 253275 0.056
hs16 253276 253300 1.055
hs16 253301 253325 1.082
hs16 253326 253350 1.503
hs16 253351 253375 2.292
hs16 253376 253400 3.317
hs16 253401 253425 2.765
hs16 253601 253625 0.03
hs16 253626 253650 0.03
hs16 253651 253675 0.03
hs16 253701 253725 2.607
hs16 253726 253750 1.792
hs16 253751 253775 1.029
hs16 253776 253800 0.03
hs16 253901 253925 0.056
hs16 253926 253950 0.082
hs16 253951 253975 0.082
hs16 253976 254000 0.082
hs16 254001 254025 0.047
hs16 254026 254050 2.055
hs16 254051 254075 1.967
hs16 254076 254100 1.583
hs16 254101 254125 0.798
hs16 254126 254150 1.374
hs16 254151 254175 1.444
hs16 254251 254275 0.03
hs16 254276 254300 0.03
hs16 254301 254325 0.03
hs16 254326 254350 0.03
hs16 254351 254375 0.03
hs16 254376 254400 0.03
hs16 254501 254525 0.03
hs16 254526 254550 0.047
hs16 254551 254575 0.047
hs16 254576 254600 0.03
hs16 254626 254650 1.06
hs16 254651 254675 0.972
hs16 254676 254700 1.321
hs16 254701 254725 1.199
hs16 254826 254850 0.728
hs16 254851 254875 0.588
hs16 254876 254900 0.466
hs16 254901 254925 0.693
hs16 254926 254950 0.693
hs16 254951 254975 0.77
hs16 254976 255000 1.098
hs16 255001 255025 1.336
hs16 255026 255050 1.485
hs16 255051 255075 1.604
hs16 255076 255100 2.081
hs16 255101 255125 2.707
hs16 255126 255150 2.111
hs16 255151 255175 2.141
hs16 255176 255200 1.634
hs16 255201 255225 1.902
hs16 255226 255250 1.098
hs16 255251 255275 1.038
hs16 255276 255300 1.217
hs16 255301 255325 1.664
hs16 255326 255350 1.485
hs16 255351 255375 1.128
hs16 255376 255400 1.247
hs16 255401 255425 1.515
hs16 255426 255450 1.366
hs16 255451 255475 0.949
hs16 255476 255500 0.621
hs16 255501 255525 0.74
hs16 255526 255550 0.71
hs16 255551 255575 0.651
hs16 255576 255600 0.71
hs16 255601 255625 0.591
hs16 255626 255650 1.306
hs16 255651 255675 1.396
hs16 255676 255700 1.455
hs16 255701 255725 1.515
hs16 255726 255750 3.422
hs16 255751 255775 3.422
hs16 255776 255800 3.094
hs16 255801 255825 2.23
hs16 255826 255850 4.375
hs16 255851 255875 4.316
hs16 255876 255900 3.303
hs16 255901 255925 1.723
hs16 255926 255950 1.664
hs16 255951 255975 1.664
hs16 255976 256000 1.323
hs16 256001 256025 1.502
hs16 256026 256050 1.438
hs16 256051 256075 1.028
hs16 256076 256100 0.439
hs16 256101 256125 0.055
hs16 256876 256900 0.03
hs16 256901 256925 0.03
hs16 256926 256950 0.03
hs16 258801 258825 0.03
hs16 258826 258850 0.03
hs16 258851 258875 0.03
hs16 267526 267550 0.03
hs16 267551 267575 0.03
hs16 267576 267600 0.03
hs16 271401 271425 0.03
hs16 271426 271450 0.03
hs16 271451 271475 0.03
hs16 271751 271775 0.03
hs16 271776 271800 0.03
hs16 271801 271825 0.03
hs16 271826 271850 0.03
hs16 271851 271875 0.03
hs16 271876 271900 0.03
hs16 271926 271950 0.03
hs16 272001 272025 0.03
hs16 272026 272050 0.059
hs16 272051 272075 0.089
hs16 272076 272100 0.059
hs16 272101 272125 0.059
hs16 272301 272325 0.03
hs16 272326 272350 0.059
hs16 272351 272375 0.059
hs16 272476 272500 0.03
hs16 272576 272600 0.03
hs16 272601 272625 0.03
hs16 272626 272650 0.03
hs16 272676 272700 0.059
hs16 272701 272725 0.147
hs16 272726 272750 0.147
hs16 272751 272775 0.118
hs16 272776 272800 0.03
hs16 272801 272825 0.147
hs16 272826 272850 0.118
hs16 272851 272875 0.147
hs16 272876 272900 0.03
hs16 272901 272925 0.03
hs16 273101 273125 0.03
hs16 273126 273150 0.03
hs16 273151 273175 0.03
hs16 273276 273300 0.03
hs16 273301 273325 0.03
hs16 273326 273350 0.059
hs16 273351 273375 0.03
hs16 273376 273400 0.03
hs16 273676 273700 0.03
hs16 273701 273725 0.03
hs16 273726 273750 0.03
hs16 274001 274025 0.03
hs16 274026 274050 0.03
hs16 274051 274075 0.03
hs16 274776 274800 0.03
hs16 274801 274825 0.03
hs16 274826 274850 0.03
hs16 275351 275375 0.059
hs16 275376 275400 0.059
hs16 275401 275425 0.059
hs16 275476 275500 0.03
hs16 275501 275525 0.03
hs16 275526 275550 0.03
hs16 276526 276550 0.03
hs16 276551 276575 0.03
hs16 276576 276600 0.03
hs16 276626 276650 0.03
hs16 276651 276675 0.03
hs16 276676 276700 0.03
hs16 276701 276725 0.03
hs16 276726 276750 0.03
hs16 276851 276875 0.03
hs16 277451 277475 0.289
hs16 277476 277500 0.881
hs16 277501 277525 0.91
hs16 277526 277550 0.679
hs16 277551 277575 0.585
hs16 277576 277600 0.872
hs16 277601 277625 0.944
hs16 277626 277650 0.46
hs16 277651 277675 0.496
hs16 277676 277700 0.496
hs16 277701 277725 0.496
hs16 277726 277750 0.281
hs16 277751 277775 0.352
hs16 277776 277800 0.442
hs16 277801 277825 0.406
hs16 277826 277850 0.37
hs16 277851 277875 0.603
hs16 277876 277900 1.177
hs16 277901 277925 1.374
hs16 277926 277950 1.589
hs16 277951 277975 1.446
hs16 277976 278000 2.001
hs16 278001 278025 2.091
hs16 278026 278050 2.037
hs16 278051 278075 1.356
hs16 278076 278100 0.908
hs16 278101 278125 0.729
hs16 278126 278150 1.033
hs16 278151 278175 1.446
hs16 278176 278200 1.679
hs16 278201 278225 1.535
hs16 278226 278250 1.463
hs16 278251 278275 0.083
hs16 278276 278300 0.03
hs16 278301 278325 0.03
hs16 278776 278800 0.03
hs16 278801 278825 0.03
hs16 278826 278850 0.03
hs16 279001 279025 0.03
hs16 279026 279050 0.03
hs16 279051 279075 0.03
hs16 279101 279125 0.03
hs16 279126 279150 0.045
hs16 279151 279175 0.045
hs16 279176 279200 0.03
hs16 279201 279225 0.03
hs16 279226 279250 0.03
hs16 279251 279275 0.03
hs16 279301 279325 0.03
hs16 279326 279350 0.03
hs16 279351 279375 0.03
hs16 279451 279475 1.729
hs16 279476 279500 2.01
hs16 279501 279525 1.729
hs16 279526 279550 1.464
hs16 279551 279575 1.355
hs16 279576 279600 1.23
hs16 279601 279625 1.152
hs16 280351 280375 0.03
hs16 280376 280400 0.03
hs16 280401 280425 0.03
hs16 280901 280925 0.03
hs16 280926 280950 0.03
hs16 280951 280975 0.03
hs16 281201 281225 0.147
hs16 281226 281250 0.118
hs16 281251 281275 0.118
hs16 281276 281300 0.059
hs16 281451 281475 0.03
hs16 281476 281500 0.03
hs16 281501 281525 0.03
hs16 281551 281575 0.03
hs16 281576 281600 0.03
hs16 281601 281625 0.03
hs16 281626 281650 0.03
hs16 281651 281675 0.03
hs16 281676 281700 0.03
hs16 281726 281750 0.03
hs16 281751 281775 0.03
hs16 281776 281800 0.03
hs16 282026 282050 0.03
hs16 282051 282075 0.118
hs16 282076 282100 0.118
hs16 282101 282125 0.088
hs16 282126 282150 0.03
hs16 282151 282175 0.059
hs16 282176 282200 0.059
hs16 282201 282225 0.03
hs16 282501 282525 0.03
hs16 282526 282550 0.03
hs16 282551 282575 0.03
hs16 282601 282625 0.03
hs16 282626 282650 0.03
hs16 282651 282675 0.03
hs16 282926 282950 0.03
hs16 282951 282975 0.03
hs16 282976 283000 0.053
hs16 283001 283025 0.03
hs16 283026 283050 0.03
hs16 283101 283125 0.03
hs16 283126 283150 0.03
hs16 283151 283175 0.03
hs16 283501 283525 0.94
hs16 283526 283550 0.914
hs16 283551 283575 1.263
hs16 283576 283600 1.682
hs16 283601 283625 1.496
hs16 283626 283650 1.822
hs16 283651 283675 2.334
hs16 283676 283700 2.916
hs16 283701 283725 2.567
hs16 284276 284300 0.03
hs16 284301 284325 0.03
hs16 284326 284350 0.03
hs16 284601 284625 0.03
hs16 284626 284650 0.03
hs16 284651 284675 0.03
hs16 284676 284700 0.059
hs16 284701 284725 0.059
hs16 284726 284750 0.059
hs16 286501 286525 0.03
hs16 286526 286550 0.03
hs16 286551 286575 0.03
hs16 287076 287100 1.698
hs16 287101 287125 3.694
hs16 287126 287150 3.307
hs16 287151 287175 3.158
hs16 287176 287200 0.923
hs16 287201 287225 1.072
hs16 287226 287250 1.102
hs16 287251 287275 0.059
hs16 287276 287300 0.03
hs16 287301 287325 0.03
hs16 287326 287350 0.03
hs16 287401 287425 0.03
hs16 287426 287450 0.03
hs16 287451 287475 0.03
hs16 287501 287525 0.03
hs16 287526 287550 0.048
hs16 287551 287575 0.048
hs16 287576 287600 0.048
hs16 287601 287625 0.03
hs16 287626 287650 0.03
hs16 287726 287750 0.942
hs16 287751 287775 0.849
hs16 287776 287800 0.905
hs16 287801 287825 0.849
hs16 287826 287850 0.793
hs16 287851 287875 0.439
hs16 287876 287900 0.756
hs16 287901 287925 0.812
hs16 287926 287950 0.961
hs16 287951 287975 1.091
hs16 287976 288000 1.11
hs16 288001 288025 0.942
hs16 288026 288050 0.514
hs16 288051 288075 0.756
hs16 288076 288100 2.059
hs16 288101 288125 2.357
hs16 288126 288150 2.003
hs16 288151 288175 0.793
hs16 288176 288200 0.998
hs16 288201 288225 1.501
hs16 288226 288250 1.557
hs16 288251 288275 1.017
hs16 288276 288300 0.048
hs16 288301 288325 0.03
hs16 288326 288350 0.03
hs16 288401 288425 0.03
hs16 288426 288450 0.048
hs16 288451 288475 0.048
hs16 288476 288500 0.048
hs16 288501 288525 0.03
hs16 288526 288550 0.03
hs16 288551 288575 0.03
hs16 288576 288600 0.03
hs16 288601 288625 0.03
hs16 288701 288725 0.03
hs16 288726 288750 0.03
hs16 288751 288775 0.03
hs16 288801 288825 0.03
hs16 288826 288850 0.058
hs16 288851 288875 0.058
hs16 288876 288900 0.03
hs16 289051 289075 0.03
hs16 289076 289100 0.03
hs16 289101 289125 0.03
hs16 289176 289200 0.03
hs16 289201 289225 0.03
hs16 289226 289250 0.03
hs16 289251 289275 0.088
hs16 289276 289300 0.088
hs16 289301 289325 0.118
hs16 289326 289350 0.058
hs16 289351 289375 0.118
hs16 289376 289400 0.088
hs16 289401 289425 0.058
hs16 289426 289450 0.058
hs16 289451 289475 0.058
hs16 289476 289500 0.058
hs16 289876 289900 0.005
hs16 289901 289925 0.005
hs16 289926 289950 0.005
hs16 290051 290075 0.029
hs16 290076 290100 0.059
hs16 290101 290125 0.089
hs16 290126 290150 0.059
hs16 290151 290175 0.029
hs16 290176 290200 0.01
hs16 290201 290225 0.01
hs16 290226 290250 0.01
hs16 290276 290300 0.059
hs16 290301 290325 0.059
hs16 290326 290350 0.089
hs16 290351 290375 0.029
hs16 290376 290400 0.029
hs16 290401 290425 0.029
hs16 290426 290450 0.029
hs16 290451 290475 0.029
hs16 290551 290575 0.029
hs16 290576 290600 0.029
hs16 290601 290625 0.029
hs16 290651 290675 0.029
hs16 290676 290700 0.029
hs16 290701 290725 0.029
hs16 291551 291575 0.03
hs16 291576 291600 0.03
hs16 291601 291625 0.03
hs16 291701 291725 0.03
hs16 291726 291750 0.03
hs16 291751 291775 0.03
hs16 291801 291825 0.03
hs16 291826 291850 0.03
hs16 291851 291875 0.03
hs16 291876 291900 0.03
hs16 291901 291925 0.03
hs16 291926 291950 0.03
hs16 291976 292000 0.03
hs16 292001 292025 0.03
hs16 292026 292050 0.059
hs16 292051 292075 0.03
hs16 292076 292100 0.03
hs16 292151 292175 0.03
hs16 292176 292200 0.03
hs16 292201 292225 0.03
hs16 292326 292350 0.03
hs16 292351 292375 0.03
hs16 292376 292400 0.03
hs16 292876 292900 0.03
hs16 292901 292925 0.03
hs16 292926 292950 0.03
hs16 292976 293000 0.03
hs16 293001 293025 0.03
hs16 293026 293050 0.03
hs16 293176 293200 0.03
hs16 293201 293225 0.03
hs16 293226 293250 0.03
hs16 293251 293275 0.059
hs16 293276 293300 0.059
hs16 293301 293325 0.059
hs16 293326 293350 0.03
hs16 293351 293375 0.03
hs16 293376 293400 0.059
hs16 293401 293425 0.03
hs16 293426 293450 0.059
hs16 293451 293475 0.03
hs16 293476 293500 0.03
hs16 293501 293525 0.059
hs16 293526 293550 0.059
hs16 293551 293575 0.089
hs16 293576 293600 0.03
hs16 293601 293625 0.059
hs16 293626 293650 0.03
hs16 293651 293675 0.03
hs16 293751 293775 0.059
hs16 293776 293800 0.059
hs16 293801 293825 0.059
hs16 294051 294075 0.03
hs16 294076 294100 0.03
hs16 294101 294125 0.055
hs16 294126 294150 0.081
hs16 294151 294175 0.116
hs16 294176 294200 0.116
hs16 294201 294225 0.055
hs16 294226 294250 0.116
hs16 294251 294275 0.116
hs16 294276 294300 0.116
hs16 294301 294325 0.03
hs16 294326 294350 0.495
hs16 294351 294375 0.495
hs16 294376 294400 0.383
hs16 294401 294425 0.762
hs16 294426 294450 1.029
hs16 294476 294500 0.081
hs16 294501 294525 0.081
hs16 294526 294550 0.081
hs16 294551 294575 0.03
hs16 294576 294600 0.081
hs16 294601 294625 0.081
hs16 294626 294650 0.055
hs16 294776 294800 0.03
hs16 294801 294825 0.03
hs16 294826 294850 0.055
hs16 294851 294875 0.081
hs16 294876 294900 0.081
hs16 294901 294925 0.055
hs16 294951 294975 0.03
hs16 294976 295000 0.03
hs16 295001 295025 0.03
hs16 295251 295275 0.03
hs16 295276 295300 0.03
hs16 295301 295325 0.03
hs16 295351 295375 0.03
hs16 295376 295400 0.03
hs16 295401 295425 0.03
hs16 295476 295500 0.03
hs16 295501 295525 0.059
hs16 295526 295550 0.059
hs16 295551 295575 0.03
hs16 295576 295600 0.03
hs16 295601 295625 0.03
hs16 295626 295650 0.03
hs16 295876 295900 0.088
hs16 295901 295925 0.118
hs16 295926 295950 0.118
hs16 295951 295975 0.147
hs16 295976 296000 0.206
hs16 296001 296025 0.236
